Name,Submitted,Accepted,Rejected,AvgScore,AvgAcceptedScore
The CISPA Helmholtz Center for Information Security,0,0,0,0.0,0.0
AIST,0,0,0,0.0,0.0
"Kyushu Institute of Technology, Japan",0,0,0,0.0,0.0
Nazarbayev University,0,0,0,0.0,0.0
", University of Alberta",0,0,0,0.0,0.0
"Department of Computer Science, University of Rochester",0,0,0,0.0,0.0
Academia Sinica,4,0,4,4.6,0.0
Technical University of Munich,0,0,0,0.0,0.0
Koc University,2,0,2,5.25,0.0
"Aalborg University, Aalborg University",0,0,0,0.0,0.0
Gwangju Institute of Science and Technology,5,0,5,5.358,0.0
"Huazhong University of Science and Technology, Tsinghua University",2,0,2,3.835,0.0
Allen Institute for Brain Science,0,0,0,0.0,0.0
IQVIA,0,0,0,0.0,0.0
Baidu Research,3,0,3,4.723333333333334,0.0
"National University of Defense Technology, Tsinghua University",2,0,2,4.5,0.0
National University of Defense Technology,3,0,3,5.233333333333333,0.0
Heriot-Watt University,2,0,2,4.75,0.0
Eurecom,2,0,2,4.25,0.0
Chair of Information-oriented Control,0,0,0,0.0,0.0
Warsaw University of Technology,0,0,0,0.0,0.0
"Department of Mechanical and Industrial Engineering, University of Toronto, Toronto University",0,0,0,0.0,0.0
Allen Institute,0,0,0,0.0,0.0
Warsaw School of Technology,0,0,0,0.0,0.0
Barcelona Supercomputing Center,0,0,0,0.0,0.0
Siemens Corporate Research,1,0,1,5.5,0.0
Amazon AI Research Lab,1,0,1,4.75,0.0
NYU Shanghai,0,0,0,0.0,0.0
Sensetime Research,0,0,0,0.0,0.0
Univerity of Latvia,0,0,0,0.0,0.0
Huawei Technologies R&D (UK) Ltd.,1,0,1,5.0,0.0
University of Grenoble-Alpes,1,0,1,5.5,0.0
Universitat de Barcelona,1,0,1,5.2,0.0
PAG investment solutions,0,0,0,0.0,0.0
"University of Cambridge & MPI for Intelligent Systems, Tübingen",0,0,0,0.0,0.0
"National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Science",0,0,0,0.0,0.0
University of Auckland,1,0,1,5.5,0.0
Facebook AI (FAIR),0,0,0,0.0,0.0
Swiss Federal Institute of Technology (ETH Zurich),0,0,0,0.0,0.0
Pontificia Universidad Catolica de Chile,0,0,0,0.0,0.0
University of Southampton,5,0,5,5.15,0.0
Toyota Research Institute,0,0,0,0.0,0.0
Kavli IPMU,0,0,0,0.0,0.0
Universidad Técnica Federico Santa María,0,0,0,0.0,0.0
National and Kapodistrian University of Athens,0,0,0,0.0,0.0
Helmholtz AI,0,0,0,0.0,0.0
Universidad Católica de Chile,0,0,0,0.0,0.0
Universitat Pompeu Fabra,1,0,1,4.25,0.0
Lenovo Research,0,0,0,0.0,0.0
Yahoo! Research,0,0,0,0.0,0.0
University of Haifa,0,0,0,0.0,0.0
"Institute of automation, Chinese academy of sciences",0,0,0,0.0,0.0
The University of Haifa,0,0,0,0.0,0.0
Universite de Lorraine,0,0,0,0.0,0.0
Shanghai University of Finance and Economics,4,0,4,5.0625,0.0
Vector Institute,1,0,1,4.75,0.0
Sony Europe Ltd.,0,0,0,0.0,0.0
Intel Labs,3,0,3,4.416666666666667,0.0
SAP AI Research,0,0,0,0.0,0.0
Pengcheng Laboratory,0,0,0,0.0,0.0
Samsung advanced institute of technology,0,0,0,0.0,0.0
"WeBank Co., Ltd.",0,0,0,0.0,0.0
Peking University Shenzhen Graduate School,0,0,0,0.0,0.0
"Yonsei University, Seoul",0,0,0,0.0,0.0
University of Arizona,0,0,0,0.0,0.0
Singapore University of Technology and Design,10,0,10,4.744000000000001,0.0
Electronic and Engineering,0,0,0,0.0,0.0
University of Texas at Dallas,0,0,0,0.0,0.0
IRISA,0,0,0,0.0,0.0
"Université Saint-Etienne, Laboratoire Hubert Curien",0,0,0,0.0,0.0
"CyberAgent, Inc.",0,0,0,0.0,0.0
Brigham Young University,0,0,0,0.0,0.0
Beijing University of Posts and Telecommunications,1,0,1,3.5,0.0
Samya,0,0,0,0.0,0.0
International Research Europe,0,0,0,0.0,0.0
"Saarland University, Saarland University",1,0,1,4.0,0.0
"Tel Aviv University, Tel Aviv University",0,0,0,0.0,0.0
Laboratoire de Linguistique Formelle,0,0,0,0.0,0.0
Rakuten Institute of Technology,0,0,0,0.0,0.0
University of Jinan,0,0,0,0.0,0.0
CHONNAM NATIONAL UNIVERSITY,0,0,0,0.0,0.0
National Advanced School of Engineering Yaounde,0,0,0,0.0,0.0
Ecole Nationale Supérieure Polytechnique de Yaoundé,0,0,0,0.0,0.0
Missouri University of Science and Technology,0,0,0,0.0,0.0
University of Missouri-Kansas City,0,0,0,0.0,0.0
Jacobs University Bremen,0,0,0,0.0,0.0
Beijing University of Chemical Technology,0,0,0,0.0,0.0
"Harbin Institute of Technology, Shenzhen",1,0,1,4.0,0.0
National Institute of Information and Communications Technology (NICT),0,0,0,0.0,0.0
"National Institute of Information and Communications Technology (NICT), National Institute of Advanced Industrial Science and Technology",0,0,0,0.0,0.0
"Nanjing University, China",0,0,0,0.0,0.0
Association for the Advancement of Artificial Intelligence,0,0,0,0.0,0.0
Bauman Moscow State Technical University,0,0,0,0.0,0.0
MoneyBrain Inc.,1,0,1,4.0,0.0
"Computer Science Lab  - Pierre and Marie Curie University, Paris, France",0,0,0,0.0,0.0
École des Ponts,0,0,0,0.0,0.0
ABB Future Labs,0,0,0,0.0,0.0
Huzhou University,0,0,0,0.0,0.0
"Cerebras Systems, Inc",2,0,2,3.125,0.0
Shahid Beheshti University,0,0,0,0.0,0.0
China Mobile research institute,0,0,0,0.0,0.0
Brock University,0,0,0,0.0,0.0
Tokyo Institute of Technology,1,0,1,3.75,0.0
Helmholtz-Zentrum Geesthacht,1,0,1,4.25,0.0
Industrial Light & Magic,0,0,0,0.0,0.0
CPE Lyon,0,0,0,0.0,0.0
"University of Texas, El Paso",0,0,0,0.0,0.0
University of Texas at El Paso,0,0,0,0.0,0.0
Visium,0,0,0,0.0,0.0
"Weixin Group, Tencent",0,0,0,0.0,0.0
The Institute of Statistical Mathematics,0,0,0,0.0,0.0
The Institute of Statistical Mathematics / Preferred Networks Inc.,0,0,0,0.0,0.0
Auckland University of Technology,0,0,0,0.0,0.0
University of California-San Francisco,0,0,0,0.0,0.0
"Charité - Universitätsmedizin Berlin, Germany",0,0,0,0.0,0.0
SenseTime Group,0,0,0,0.0,0.0
Alikhanyan National Laboratory,0,0,0,0.0,0.0
Hamburg University of Technology,0,0,0,0.0,0.0
"School of Computer Science, Tel Aviv University",0,0,0,0.0,0.0
Sambanova Systems Inc.,0,0,0,0.0,0.0
SambaNova Systems,0,0,0,0.0,0.0
École normale superieure,0,0,0,0.0,0.0
"School of Computing, National University of Singapore",0,0,0,0.0,0.0
antgroup,0,0,0,0.0,0.0
Data for Progress,0,0,0,0.0,0.0
The Lawrenceville School,0,0,0,0.0,0.0
", University of British Columbia",0,0,0,0.0,0.0
Otto Friedrich University Bamberg,0,0,0,0.0,0.0
Dublin City University,2,0,2,4.0,0.0
"State Key Laboratory of Cognitive Neuroscience and Learning, Beijing Normal University",0,0,0,0.0,0.0
"Indiana University, School of Medicine",0,0,0,0.0,0.0
ByteDance Inc.,1,0,1,4.0,0.0
Beijing jiaotong univercity,1,0,1,3.75,0.0
Beijing jiaotong university,0,0,0,0.0,0.0
Intento,0,0,0,0.0,0.0
University of Ostrava,1,0,1,3.0,0.0
"Renmin University of China, Tsinghua University",0,0,0,0.0,0.0
ART,0,0,0,0.0,0.0
University of Bordeaux,0,0,0,0.0,0.0
Indian Institute of Technology Tirupati,0,0,0,0.0,0.0
"Indian institute of technology, tirupati",0,0,0,0.0,0.0
University of Georgia,1,0,1,3.25,0.0
Vrije Universiteit Brussel,3,0,3,3.25,0.0
Global University,0,0,0,0.0,0.0
Wayne State University,1,0,1,3.25,0.0
Shandong University of Science and Technology,0,0,0,0.0,0.0
TOTAL SA & CRISTAL,0,0,0,0.0,0.0
"Southeast University, Tsinghua University",0,0,0,0.0,0.0
Konkuk University,0,0,0,0.0,0.0
DSO National Laboratories,1,0,1,3.0,0.0
"Institute of Computing Technology, Chinese Academy of Sciences, China",0,0,0,0.0,0.0
Institute of Marine Research,0,0,0,0.0,0.0
Jilin University,0,0,0,0.0,0.0
Fordham University,0,0,0,0.0,0.0
Pacific Northwest National Laboratory,1,0,1,3.0,0.0
Pingan Technology,2,0,2,2.625,0.0
tes,1,0,1,2.25,0.0
PAII Inc.,1,0,1,2.25,0.0
Pingan Group,1,0,1,2.25,0.0
AInnovation,0,0,0,0.0,0.0
AInnocation,0,0,0,0.0,0.0
"National Institute of Technology, Trichy",0,0,0,0.0,0.0
"Bielefeld University, CITEC",0,0,0,0.0,0.0
Perm National Research Polytechnic University,0,0,0,0.0,0.0
Shenyang Aerospace University,0,0,0,0.0,0.0
Sharif University of Technology,2,0,2,3.5,0.0
"School of Computer Science and Cyberspace Security, Hainan University",0,0,0,0.0,0.0
IIT Kharagpur,0,0,0,0.0,0.0
"Lanzhou University,",1,0,1,3.25,0.0
University of Osnabrück,0,0,0,0.0,0.0
École de technologie supérieure,3,0,3,3.75,0.0
Universidad Nacional de Córdoba,0,0,0,0.0,0.0
Comcast AI research,0,0,0,0.0,0.0
Pingan P&C insurance,1,0,1,3.75,0.0
ping an property & casualty insurance,0,0,0,0.0,0.0
"Beijing University of Posts and Telecommunications, P.R. China",0,0,0,0.0,0.0
Southwest Jiaotong University,0,0,0,0.0,0.0
Max Planck for Physics,0,0,0,0.0,0.0
"Universidade Federal de Pernambuco, Federal University of Pernambuco",0,0,0,0.0,0.0
DENSO CORPORATION,0,0,0,0.0,0.0
Xi‘an University of Technology,0,0,0,0.0,0.0
Ewha Womans University,2,0,2,3.67,0.0
National Technical University of Athens,0,0,0,0.0,0.0
Zhejiang University of Science and Technology,0,0,0,0.0,0.0
"Guangzhou University, China, Tsinghua University",0,0,0,0.0,0.0
"Tongji University, Tsinghua University",0,0,0,0.0,0.0
Jagiellonian University,0,0,0,0.0,0.0
CNR,0,0,0,0.0,0.0
African Masters of Machine Intelligence,0,0,0,0.0,0.0
KIIT  University,0,0,0,0.0,0.0
HIT,0,0,0,0.0,0.0
Stellenbosch University,2,0,2,3.5,0.0
National Taiwan Normal Unversity,0,0,0,0.0,0.0
National Taiwan Normal University,0,0,0,0.0,0.0
IIT Gandhinagar,1,0,1,3.5,0.0
Louisiana State University,0,0,0,0.0,0.0
University of Sheffield,0,0,0,0.0,0.0
University of Manchester,1,0,1,4.0,0.0
University of New Mexico,0,0,0,0.0,0.0
Finnish Environment Institute,0,0,0,0.0,0.0
Aarhus University,3,0,3,4.416666666666667,0.0
Quantib,0,0,0,0.0,0.0
University Medical Center Utrecht,0,0,0,0.0,0.0
Utrecht University,0,0,0,0.0,0.0
Quantib BV,0,0,0,0.0,0.0
"University of North Texas, Denton",0,0,0,0.0,0.0
American Family Insurance,0,0,0,0.0,0.0
Bosch research,0,0,0,0.0,0.0
Swarthmore College,1,0,1,4.25,0.0
"School of Informatics, University of Edinburgh",0,0,0,0.0,0.0
RIKEN AIP,0,0,0,0.0,0.0
Hedge fund,0,0,0,0.0,0.0
Max Planck Institute,0,0,0,0.0,0.0
AI Sweden,1,0,1,3.75,0.0
"University of Colorado, Denver",1,0,1,4.75,0.0
"Nanjing University, Tsinghua University",0,0,0,0.0,0.0
Kaspersky,0,0,0,0.0,0.0
Higher School of Economics,1,0,1,3.75,0.0
TU Munich,1,0,1,3.67,0.0
Universität Bremen,0,0,0,0.0,0.0
"L3S Research Center Hannover, Germany",0,0,0,0.0,0.0
Western Norway University of Applied Sciences,1,0,1,4.67,0.0
Valeo,2,0,2,4.67,0.0
Amazon AWS AI,0,0,0,0.0,0.0
University of Potsdam,1,0,1,4.67,0.0
Lancaster University,1,0,1,4.67,0.0
Automunge Inc.,1,0,1,2.5,0.0
Colorado State University,2,0,2,4.54,0.0
ifA | Automatic Control Laboratory | ETH Zurich,0,0,0,0.0,0.0
"Institute of Engineering, Thapathali campus",0,0,0,0.0,0.0
School of Mathematical Sciences,0,0,0,0.0,0.0
KTH Royal Institute of Technology,0,0,0,0.0,0.0
Bytedance AI Lab,0,0,0,0.0,0.0
Didi Research,0,0,0,0.0,0.0
University of Pisa,0,0,0,0.0,0.0
University of Wisconsin-Whitewater,0,0,0,0.0,0.0
University of Louisiana at Lafayette,0,0,0,0.0,0.0
University of Louisiana - Lafayette,0,0,0,0.0,0.0
"APEX Lab, Shanghai Jiao Tong University",0,0,0,0.0,0.0
"University of Munich, Institut für Physik",0,0,0,0.0,0.0
LMU Munich,0,0,0,0.0,0.0
4Paradigm Inc.,2,0,2,4.5,0.0
Indian Institute of  Technology (IIT) Delhi,0,0,0,0.0,0.0
Hacettepe University,0,0,0,0.0,0.0
"Shanghai Jiao Tong University,",0,0,0,0.0,0.0
University of Oregon Eugene,6,0,6,4.236666666666667,0.0
University of Ljubljana,1,0,1,4.75,0.0
Sejong University,0,0,0,0.0,0.0
Southern University of Science and Technology,0,0,0,0.0,0.0
Leibniz University Hannover,0,0,0,0.0,0.0
Institute of Mechatronic Systems,0,0,0,0.0,0.0
Qatar Computing Research Institute,1,0,1,4.75,0.0
HBKU,0,0,0,0.0,0.0
--,0,0,0,0.0,0.0
IDKT-RDI QF,0,0,0,0.0,0.0
BUAA,1,0,1,4.25,0.0
"Machine Learning Lab, University of Freiburg",0,0,0,0.0,0.0
Manipal Institute of Technology,0,0,0,0.0,0.0
RISE Research Institutes of Sweden,5,0,5,4.118,0.0
"Massachusetts General Hospital, Harvard University",2,0,2,4.67,0.0
NEC Labs America,0,0,0,0.0,0.0
University of California-Davis,0,0,0,0.0,0.0
"Japan Advanced Institute of Science and Technology, Tokyo Institute of Technology",0,0,0,0.0,0.0
"Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University,",0,0,0,0.0,0.0
IIAI,0,0,0,0.0,0.0
University of Miami,5,0,5,3.7340000000000004,0.0
Chubu University,2,0,2,4.5,0.0
chubu university,0,0,0,0.0,0.0
Keio University,0,0,0,0.0,0.0
University of the Witwatersrand,7,0,7,3.8814285714285717,0.0
"Department of Computer Science, University of Texas, Austin",0,0,0,0.0,0.0
Twitter,0,0,0,0.0,0.0
Dyno Therapeutics,0,0,0,0.0,0.0
University of Oregon,0,0,0,0.0,0.0
"Center for Data Science, Peking University",0,0,0,0.0,0.0
Tencent Applied Research Center,0,0,0,0.0,0.0
Huawei Technologies Canada Co. Ltd.,0,0,0,0.0,0.0
Gdańsk University of Technology,0,0,0,0.0,0.0
Institute of Mathematics Polish Academy of Sciences,1,0,1,4.0,0.0
Polish Academy of Science,1,0,1,4.0,0.0
Syracuse University,2,0,2,4.4,0.0
National Cheng Kung University,0,0,0,0.0,0.0
ESTsoft,1,0,1,4.4,0.0
Orange-labs,1,0,1,4.33,0.0
"Rakuten Institute of Technology, The University of Tokyo",0,0,0,0.0,0.0
"CEA/LIST/LVIC, The Vision and Content Engineering Laboratory",0,0,0,0.0,0.0
Czech Technical Univeresity in Prague,0,0,0,0.0,0.0
Ruđer Bošković Institute,0,0,0,0.0,0.0
DESY,0,0,0,0.0,0.0
St. Petersburg State University,0,0,0,0.0,0.0
"The Chinese University of HongKong, shenzhen",0,0,0,0.0,0.0
University of Oulu,1,0,1,4.5,0.0
Oulu University,0,0,0,0.0,0.0
University of Florida,4,0,4,3.75,0.0
Huawei Technologies Ltd. (Canada),0,0,0,0.0,0.0
99andBeyond,0,0,0,0.0,0.0
Dataminr,0,0,0,0.0,0.0
Radboud University Nijmegen,7,0,7,4.45,0.0
"Donders Institute for Brain, Cognition and Behaviour",1,0,1,4.25,0.0
Nanjing University of Aeronautics and Astronautics,1,0,1,4.5,0.0
Université Gustave Eiffel,0,0,0,0.0,0.0
IGN,0,0,0,0.0,0.0
Free University of Bozen-Bolzano,0,0,0,0.0,0.0
Asurion,0,0,0,0.0,0.0
Athens University of Economics and Business,0,0,0,0.0,0.0
BCAI,0,0,0,0.0,0.0
Robert Bosch GmbH,0,0,0,0.0,0.0
Indian Institute of Technology Madras,0,0,0,0.0,0.0
Centrum voor Wiskunde en Informatica,0,0,0,0.0,0.0
Zuken Limited,1,0,1,4.5,0.0
Leiden University,0,0,0,0.0,0.0
Linköping University,0,0,0,0.0,0.0
Kiel University,0,0,0,0.0,0.0
Yunnan University,0,0,0,0.0,0.0
University of Memphis,0,0,0,0.0,0.0
Independent Researcher,0,0,0,0.0,0.0
German Cancer Research Center,2,0,2,4.5,0.0
Fujitsu Laboratories Ltd.,0,0,0,0.0,0.0
FUJITSU LABORATORIES LTD.,0,0,0,0.0,0.0
Rheinische Friedrich-Wilhelms-Universität Bonn,0,0,0,0.0,0.0
kyunghee univ,0,0,0,0.0,0.0
Waseda University,1,0,1,3.33,0.0
"Nankai University,",0,0,0,0.0,0.0
Beijing Institute of Technology,5,0,5,4.816,0.0
OctoML,2,0,2,4.625,0.0
Polytechnique Montreal (MILA),2,0,2,4.75,0.0
SenseTime International Pte Ltd,0,0,0,0.0,0.0
Sensetime International PTE LTD,0,0,0,0.0,0.0
MedaiTek Research,2,0,2,4.125,0.0
"Department of Informatics, Technical University Munich",1,0,1,5.0,0.0
University of Illinois - Urbana Champaign,2,0,2,4.5,0.0
Georgia State University,1,0,1,5.5,0.0
"Peking University, Tsinghua University",7,0,7,4.447142857142857,0.0
HKUST,0,0,0,0.0,0.0
NLP,2,0,2,5.5,0.0
"Royal Holloway, University of London",0,0,0,0.0,0.0
London School of Economics,6,0,6,5.513333333333333,0.0
University of Nottingham,0,0,0,0.0,0.0
Korea Advanced Institute of Science and Technology (KAIST),0,0,0,0.0,0.0
Stony Brook University,0,0,0,0.0,0.0
Deep Mind,0,0,0,0.0,0.0
Telecom SudParis,0,0,0,0.0,0.0
CentraleSupelec,2,0,2,5.75,0.0
University of Virginia Main Campus,2,0,2,5.5,0.0
University of California San Diego,0,0,0,0.0,0.0
Machine Learning Science Team at Amazon,0,0,0,0.0,0.0
"Indian Institute of Technology Bombay, Dhirubhai Ambani Institute Of Information and Communication Technology",0,0,0,0.0,0.0
University of Notre Dame,13,0,13,4.941538461538461,0.0
University of Michigan Ann Arbor,2,0,2,5.5,0.0
Universidad Carlos II de Madrid,1,0,1,5.5,0.0
Huazhong University of Science and Technology,6,0,6,5.329999999999999,0.0
"MILA, University of Montreal",0,0,0,0.0,0.0
Indian Institute of Technology Varanasi,0,0,0,0.0,0.0
the University of Tokyo,2,0,2,4.79,0.0
"Indian Institute of Technology (Indian School of Mines), Dhanbad",0,0,0,0.0,0.0
university of tsukuba,0,0,0,0.0,0.0
Kyoto University,3,0,3,4.386666666666667,0.0
Bilkent University,0,0,0,0.0,0.0
University of Chinese Academy of Sciences,1,0,1,5.0,0.0
Tencent Youtu Lab,0,0,0,0.0,0.0
Tencent YouTu Lab,0,0,0,0.0,0.0
TU Dortmund,2,0,2,3.75,0.0
"Max Planck Institute for Informatics, Saarland Informatics Campus",0,0,0,0.0,0.0
Arthur AI,2,0,2,5.375,0.0
Vacaville Christian Schools,0,0,0,0.0,0.0
University of Tübingen & International Max Planck Research School for Intelligent Systems,0,0,0,0.0,0.0
"Insititute of Neuroinformatics, University of Zurich and ETH Zurich, Swiss Federal Institute of Technology",0,0,0,0.0,0.0
Alibaba Group and Ant Financial Services Group,1,0,1,6.0,0.0
"Ben Gurion University of the Negev, Technion",0,0,0,0.0,0.0
Télécom Bretagne,0,0,0,0.0,0.0
Orange,0,0,0,0.0,0.0
Orange Labs,0,0,0,0.0,0.0
"Physics & Informatics Labs, NTT Research, Inc.",0,0,0,0.0,0.0
TNO,0,0,0,0.0,0.0
"Tel Aviv University, Technion",2,0,2,4.665,0.0
"IIIS, Tsinghua University",1,0,1,4.75,0.0
Fraunhofer IAIS,1,0,1,5.0,0.0
"Fraunhofer Institute IAIS, Fraunhofer IAIS",0,0,0,0.0,0.0
Indian Institute of Technology Bombay,2,0,2,5.75,0.0
The Swiss AI Lab - IDSIA,0,0,0,0.0,0.0
ETH Zurich Switzerland,0,0,0,0.0,0.0
Lund University / Lund Institute of Technology,1,0,1,5.0,0.0
Salesforce AI Research,1,0,1,5.0,0.0
Google AI,0,0,0,0.0,0.0
IBM,2,0,2,4.625,0.0
Zalando SE,0,0,0,0.0,0.0
"University of Mainz, Institute of Computer Science",0,0,0,0.0,0.0
"Edinburgh University, University of Edinburgh",1,0,1,5.5,0.0
"School of Computer Science, McGill University",0,0,0,0.0,0.0
"University of Geneva, Switzerland",0,0,0,0.0,0.0
"University Of Geneva, Switzerland",0,0,0,0.0,0.0
UNC Chapel Hill,0,0,0,0.0,0.0
"I2R, A*STAR",0,0,0,0.0,0.0
Erasmus University Rotterdam,0,0,0,0.0,0.0
"Computer Science and Artificial Intelligence Laboratory, Electrical Engineering & Computer Science",1,0,1,5.5,0.0
Amazon.com,0,0,0,0.0,0.0
Clemson University,2,0,2,5.25,0.0
"CISPA, saarland university, saarland informatics campus",1,0,1,5.33,0.0
CNRS/LIP6,1,0,1,4.25,0.0
University of Leuven,1,0,1,4.5,0.0
Nankai University,2,0,2,4.96,0.0
"IIT Kanpur, IIT Kanpur",3,0,3,6.083333333333333,0.0
"IIT Kanpur, Dhirubhai Ambani Institute Of Information and Communication Technology",0,0,0,0.0,0.0
-,0,0,0,0.0,0.0
"Bosch Center for AI, Robert Bosch GmbH",1,0,1,4.5,0.0
French National Center for Scientific Research,0,0,0,0.0,0.0
", University of Utah",1,0,1,5.5,0.0
"Research, Google",2,0,2,4.125,0.0
"Indiana University, Bloomington",3,0,3,4.25,0.0
Samsung Research America,1,0,1,5.5,0.0
Indiana University,2,0,2,4.375,0.0
Udacity,1,0,1,4.75,0.0
ENS Paris,0,0,0,0.0,0.0
MeiTuan,1,0,1,5.0,0.0
NIH,0,0,0,0.0,0.0
"Shanghai Jiao Tong University, Tsinghua University",15,0,15,4.09,0.0
Meituan Inc.,0,0,0,0.0,0.0
UPSud/INRIA University Paris-Saclay,0,0,0,0.0,0.0
Max Planck Institute for Molecular Cell Biology and Genetics,0,0,0,0.0,0.0
Fondation Human Technopole,0,0,0,0.0,0.0
CUNY Graduate Center,2,0,2,4.46,0.0
Huawei France,1,0,1,3.75,0.0
Télécom ParisTech,0,0,0,0.0,0.0
University of Minnesota-Twin Cities,3,0,3,4.75,0.0
Gatsby Computational Neuroscience Unit UCL,1,0,1,4.75,0.0
Gatsby Computational Neuroscience Unit,0,0,0,0.0,0.0
National Institutes of Health,0,0,0,0.0,0.0
"IHPC, A*STAR",1,0,1,5.25,0.0
"Department of Computer Science, Whiting School of Engineering",0,0,0,0.0,0.0
", Tsinghua University",0,0,0,0.0,0.0
lip6 - UPMC,0,0,0,0.0,0.0
ITMO University,0,0,0,0.0,0.0
Xiamen University,1,0,1,4.25,0.0
Chalmers University,4,0,4,4.5825,0.0
Technische Universität Kaiserslautern,0,0,0,0.0,0.0
TU Kaiserslautern,0,0,0,0.0,0.0
College of William and Mary,2,0,2,4.625,0.0
"Institute of Information Engineering, Chinese Academy of Sciences",0,0,0,0.0,0.0
", Chinese Academy of Sciences",5,0,5,4.66,0.0
VinAI Research Viet Nam,0,0,0,0.0,0.0
"Southern University of Science and Technology of China, Tsinghua University",0,0,0,0.0,0.0
"State University of New York, Binghamton",2,0,2,5.0,0.0
Institute of Advanced Research in Artificial Intelligence (IARAI),1,0,1,4.6,0.0
"Department of Computer Science, University of Maryland",0,0,0,0.0,0.0
"Hebrew University of Jerusalem, Technion",5,0,5,5.55,0.0
Cairo University,0,0,0,0.0,0.0
Baylor College of Medicine,1,0,1,5.25,0.0
University of Goettingen,2,0,2,5.625,0.0
"School of Engineering and Applied Science, University of Pennsylvania",4,0,4,4.9375,0.0
Universitat Politècnica de Catalunya,1,0,1,5.75,0.0
arm,0,0,0,0.0,0.0
Arm Inc,0,0,0,0.0,0.0
Trustees of Boston University,0,0,0,0.0,0.0
Toyota Technological Institute at Chicago,10,0,10,5.525,0.0
CNRS,1,0,1,5.33,0.0
Siemens AG,0,0,0,0.0,0.0
Weizmann Institute,3,0,3,5.5566666666666675,0.0
Free University Berlin,0,0,0,0.0,0.0
Dalle Molle Institute for Artificial Intelligence Research,0,0,0,0.0,0.0
Freie Universität Berlin,6,0,6,5.283333333333333,0.0
Zalando,0,0,0,0.0,0.0
U Oxford,1,0,1,6.0,0.0
USC/ISI,2,0,2,4.625,0.0
Spanish National Research Council,0,0,0,0.0,0.0
"Department of Computer Science, University of Wisconsin, Madison",7,0,7,4.892857142857143,0.0
", Rice University",0,0,0,0.0,0.0
ShanghaiTech University,5,0,5,5.35,0.0
University of Delaware,3,0,3,6.0,0.0
Los Alamos National Laboratory,3,0,3,4.75,0.0
"Paul G. Allen School of Computer Science & Engineering, University of Washington",0,0,0,0.0,0.0
"University of Technology Sydney, Australia",0,0,0,0.0,0.0
Tencent,1,0,1,4.5,0.0
Xi'an Jiaotong University,11,0,11,4.9390909090909085,0.0
"Department of Computer and Information Science, University of Massachusetts, Amherst",0,0,0,0.0,0.0
Sichuan University,5,0,5,4.164,0.0
University of Tübingen,5,0,5,5.484,0.0
Indian Institute of Science,3,0,3,4.75,0.0
Criteo AI Lab,0,0,0,0.0,0.0
Ensae ParisTech,1,0,1,6.75,0.0
"South China University of Technology, Tsinghua University",0,0,0,0.0,0.0
Conservatoire National des Arts et Métiers,0,0,0,0.0,0.0
"Sorbonne Université, LIP6",0,0,0,0.0,0.0
Cnam,0,0,0,0.0,0.0
VU Amsterdam,0,0,0,0.0,0.0
Ecole Normale Supérieure de Paris,0,0,0,0.0,0.0
inria,2,0,2,4.375,0.0
University of Zurich,1,0,1,4.5,0.0
Indian Institute of Technology Guwahati,0,0,0,0.0,0.0
"Biometrics Research Laboratories, NEC Corporation",0,0,0,0.0,0.0
Facebook Reality Labs,0,0,0,0.0,0.0
Google Brain Robotics & Columbia University,0,0,0,0.0,0.0
Google Inc,0,0,0,0.0,0.0
Idiap Research Institute & EPFL,0,0,0,0.0,0.0
Queen Mary University of London,0,0,0,0.0,0.0
Mohamed bin Zayed University of Artificial Intelligence,0,0,0,0.0,0.0
Inception Institute of AI,0,0,0,0.0,0.0
Cognizant,0,0,0,0.0,0.0
"The University of Texas, Austin",4,0,4,5.645,0.0
OpenAI,5,0,5,5.9,0.0
"The Wharton School, University of Pennsylvania",1,0,1,5.5,0.0
CUNY Queens College,1,0,1,5.0,0.0
"Ricoh Company, Ltd.",0,0,0,0.0,0.0
"LITIS, Université de Rouen Normandie, France",0,0,0,0.0,0.0
"Institute for Machine Learning, Johannes Kepler University Linz",1,0,1,4.6,0.0
Amazon Web Services,0,0,0,0.0,0.0
LIT AI Lab,0,0,0,0.0,0.0
the University of Melbourne,1,0,1,5.5,0.0
ENS Paris-Saclay,0,0,0,0.0,0.0
"Department of Mathematics, UCLA",0,0,0,0.0,0.0
Eindhoven University of Technology,13,0,13,5.230769230769231,0.0
University of Rochester,5,0,5,5.8,0.0
Hisilicon,0,0,0,0.0,0.0
The Swiss AI Lab IDSIA,0,0,0,0.0,0.0
"University of Colorado, Boulder",0,0,0,0.0,0.0
Ecole Normale Supérieure,0,0,0,0.0,0.0
Harbin Institute of Technology,9,0,9,4.714444444444444,0.0
Université catholique de Louvain,0,0,0,0.0,0.0
Nagoya Institute of Technology,1,0,1,6.75,0.0
NEC,4,0,4,5.0625,0.0
", UC Santa Barbara",0,0,0,0.0,0.0
Qualcomm AI Research,1,0,1,5.0,0.0
"Hebrew University of Jerusalem, Israel",0,0,0,0.0,0.0
University of Granada,0,0,0,0.0,0.0
Universidad Autónoma de Madrid,0,0,0,0.0,0.0
Research institutes of Sweden,0,0,0,0.0,0.0
University of Pittsburgh,13,0,13,4.781538461538461,0.0
"Mila, University of Montreal",0,0,0,0.0,0.0
